Run,FinalFitness
0,0.2276845382
1,0.2224882869
2,0.2270544781
3,0.2110021106
4,0.2206517864
5,0.2166033494
6,0.2134778822
7,0.2124783826
8,0.2118007188
9,0.2045265830
10,0.2153656861
11,0.2165011359
12,0.2213852202
13,0.2062423869
14,0.2171508880
