Run,FinalFitness
0,0.2027554517
1,0.2115239566
2,0.2279927124
3,0.2126777873
4,0.2138012940
5,0.2229606641
6,0.2112202897
7,0.2144004521
8,0.2195638593
9,0.2006139299
10,0.2184689095
11,0.2246408182
12,0.2133830143
13,0.2132475500
14,0.2183511807
