Run,FinalFitness
0,0.2223214045
1,0.2354077903
2,0.2162490072
3,0.2131732560
4,0.2112960185
5,0.2276605965
6,0.2276219753
7,0.2188527365
8,0.2001498337
9,0.2295997758
10,0.2238626090
11,0.2179863720
12,0.2213697338
13,0.2203991915
14,0.2236282041
