Run,FinalFitness
0,0.2254504582
1,0.2092141541
2,0.2130075005
3,0.2190516175
4,0.1989520175
5,0.2166202417
6,0.2133358789
7,0.2178609501
8,0.2065655532
9,0.2252088951
10,0.2122551062
11,0.2131127458
12,0.2238753314
13,0.2120273874
14,0.2164009237
