Run,FinalFitness
0,0.2232338536
1,0.2164079768
2,0.2116883221
3,0.2233906846
4,0.2248185164
5,0.2183023628
6,0.2181040282
7,0.2187743836
8,0.2209964933
9,0.2199411045
10,0.2222834493
11,0.2132442533
12,0.2129293083
13,0.2209231577
14,0.2215207818
