Run,FinalFitness
0,0.2509897250
1,0.2472856015
2,0.2415123385
3,0.2500664524
4,0.2650642955
5,0.2387287987
6,0.2563651908
7,0.2521549438
8,0.2541543950
9,0.2412292517
10,0.2380747976
11,0.2511571169
12,0.2565441596
13,0.2451396000
14,0.2528843169
