Run,FinalFitness
0,0.2082377544
1,0.2236645212
2,0.2217369033
3,0.2040519693
4,0.2148240902
5,0.2131963686
6,0.2131325087
7,0.2102075619
8,0.2063287450
9,0.2077313308
10,0.2045977967
11,0.2198363075
12,0.2283881541
13,0.2150716771
14,0.2197076019
