Run,FinalFitness
0,0.2030473495
1,0.2232107980
2,0.2220456571
3,0.2180422947
4,0.2109863043
5,0.2109679918
6,0.2178218612
7,0.2130628976
8,0.2013938098
9,0.2129042150
10,0.2187105770
11,0.2280189497
12,0.2119417431
13,0.2132313166
14,0.2148536788
