Run,FinalFitness
0,0.2031751818
1,0.2076365669
2,0.2020637306
3,0.2054989750
4,0.1854868891
5,0.2110076001
6,0.2157375502
7,0.2130641380
8,0.2187316013
9,0.2308426316
10,0.2185935218
11,0.2211349312
12,0.2151188335
13,0.2170360434
14,0.2026027606
