Run,FinalFitness
0,0.2188038781
1,0.2168096663
2,0.2001121623
3,0.2103585577
4,0.2148363710
5,0.2057880292
6,0.2025863599
7,0.2142735725
8,0.2196574523
9,0.2201185343
10,0.2110996756
11,0.2238661274
12,0.2248262666
13,0.2210911726
14,0.2088060442
