Run,FinalFitness
0,0.2105928470
1,0.2108936166
2,0.2179675431
3,0.2201598189
4,0.2173186021
5,0.2168214172
6,0.2076066047
7,0.2224169325
8,0.2038871499
9,0.2168670684
10,0.2149828890
11,0.2145029601
12,0.2062260311
13,0.2179078483
14,0.2243751245
