Run,FinalFitness
0,0.2111365449
1,0.1952858191
2,0.2133634009
3,0.2266309726
4,0.2089046176
5,0.2198041146
6,0.2160344386
7,0.2132670048
8,0.2165138927
9,0.2242308438
10,0.2210526852
11,0.2120641462
12,0.2229942379
13,0.1906063034
14,0.2092349104
