Run,FinalFitness
0,0.2145397881
1,0.2153916499
2,0.2190472702
3,0.2180842818
4,0.2177923619
5,0.2197700729
6,0.2085255284
7,0.2237316586
8,0.2236539454
9,0.2129768262
10,0.2210701862
11,0.2153138248
12,0.2248777662
13,0.2141621536
14,0.2139832297
