Run,FinalFitness
0,0.2178900269
1,0.2171209683
2,0.2211951976
3,0.2205573084
4,0.2130689537
5,0.2190268524
6,0.2080869680
7,0.2224268843
8,0.2181967954
9,0.2188127591
10,0.2159291351
11,0.2199226971
12,0.1945558117
13,0.2261700772
14,0.2154394146
