Run,FinalFitness
0,0.2222205895
1,0.2123856010
2,0.2193302799
3,0.2137013684
4,0.2205743061
5,0.1961977149
6,0.2158750342
7,0.1991652716
8,0.2118553749
9,0.2193793334
10,0.2196244605
11,0.2183270934
12,0.2087425187
13,0.2128149636
14,0.2138578856
