Run,FinalFitness
0,0.2949080215
1,0.2877614404
2,0.2942996428
3,0.2974282441
4,0.3019600989
5,0.2952051854
6,0.2892227258
7,0.3004224806
8,0.2967882091
9,0.2992660805
10,0.2841843842
11,0.2881882628
12,0.3005444792
13,0.2928654838
14,0.2845112840
15,0.2975392944
16,0.2905543687
17,0.2939630218
18,0.3016043138
19,0.3112642317
20,0.3075042370
21,0.2972198518
22,0.3091618177
23,0.2960818504
24,0.2975712947
25,0.2948339639
26,0.2977051237
27,0.3034005933
28,0.3030505605
29,0.2986182095
