Iteration,Run,Fitness
0,0,0.3116481405
1,0,0.3116481405
2,0,0.3095112851
3,0,0.3095112851
4,0,0.3095112851
5,0,0.3095112851
6,0,0.3095112851
7,0,0.3095112851
8,0,0.3095112851
9,0,0.3095112851
10,0,0.3095112851
11,0,0.3095112851
12,0,0.3095112851
13,0,0.3095112851
14,0,0.3095112851
15,0,0.3095112851
16,0,0.3017472766
17,0,0.3017472766
18,0,0.3017472766
19,0,0.3017472766
20,0,0.3017472766
21,0,0.3006481546
22,0,0.3006481546
23,0,0.3006481546
24,0,0.3006481546
25,0,0.3006481546
26,0,0.3006481546
27,0,0.3006481546
28,0,0.3006481546
29,0,0.3006481546
30,0,0.3006481546
31,0,0.3006481546
32,0,0.3006481546
33,0,0.3006481546
34,0,0.3006481546
35,0,0.3006481546
36,0,0.3006481546
37,0,0.3006481546
38,0,0.3006481546
39,0,0.3006481546
40,0,0.3006481546
41,0,0.3006481546
42,0,0.3006481546
43,0,0.3006481546
44,0,0.3006481546
45,0,0.3006481546
46,0,0.3006481546
47,0,0.3006481546
48,0,0.3006481546
49,0,0.3006481546
50,0,0.3006481546
51,0,0.3006481546
52,0,0.3006481546
53,0,0.3006481546
54,0,0.3006481546
55,0,0.3006481546
56,0,0.3006481546
57,0,0.3006481546
58,0,0.3006481546
59,0,0.3006481546
60,0,0.3006481546
61,0,0.3006481546
62,0,0.3006481546
63,0,0.3006481546
64,0,0.3006481546
65,0,0.3006481546
66,0,0.3006481546
67,0,0.3006481546
68,0,0.3006481546
69,0,0.3006481546
70,0,0.3006481546
71,0,0.3006481546
72,0,0.3006481546
73,0,0.3006481546
74,0,0.3006481546
75,0,0.3006481546
76,0,0.3006481546
77,0,0.3006481546
78,0,0.3006481546
79,0,0.3006481546
80,0,0.3006481546
81,0,0.3006481546
82,0,0.3006481546
83,0,0.3006481546
84,0,0.3006481546
85,0,0.3006481546
86,0,0.3006481546
87,0,0.3006481546
88,0,0.3006481546
89,0,0.3006481546
90,0,0.3006481546
91,0,0.3006481546
92,0,0.3006481546
93,0,0.3006481546
94,0,0.3006481546
95,0,0.3006481546
96,0,0.3006481546
97,0,0.3006481546
98,0,0.3006481546
99,0,0.3006481546
0,1,0.3011510445
1,1,0.3011510445
2,1,0.3011510445
3,1,0.3011510445
4,1,0.3011510445
5,1,0.3011510445
6,1,0.3011510445
7,1,0.3011510445
8,1,0.3011510445
9,1,0.3011510445
10,1,0.3011510445
11,1,0.3011510445
12,1,0.3011510445
13,1,0.3011510445
14,1,0.3011510445
15,1,0.3011510445
16,1,0.3011510445
17,1,0.3011510445
18,1,0.2990717290
19,1,0.2990717290
20,1,0.2990717290
21,1,0.2990717290
22,1,0.2990717290
23,1,0.2990717290
24,1,0.2990717290
25,1,0.2990717290
26,1,0.2990717290
27,1,0.2990717290
28,1,0.2990717290
29,1,0.2990717290
30,1,0.2990717290
31,1,0.2990717290
32,1,0.2990717290
33,1,0.2990717290
34,1,0.2990717290
35,1,0.2990717290
36,1,0.2990717290
37,1,0.2990717290
38,1,0.2990717290
39,1,0.2990717290
40,1,0.2990717290
41,1,0.2990717290
42,1,0.2902886326
43,1,0.2902886326
44,1,0.2886296659
45,1,0.2886296659
46,1,0.2886296659
47,1,0.2886296659
48,1,0.2886296659
49,1,0.2886296659
50,1,0.2886296659
51,1,0.2886296659
52,1,0.2886296659
53,1,0.2886296659
54,1,0.2832099117
55,1,0.2832099117
56,1,0.2832099117
57,1,0.2832099117
58,1,0.2832099117
59,1,0.2832099117
60,1,0.2832099117
61,1,0.2832099117
62,1,0.2832099117
63,1,0.2832099117
64,1,0.2832099117
65,1,0.2832099117
66,1,0.2832099117
67,1,0.2832099117
68,1,0.2832099117
69,1,0.2832099117
70,1,0.2832099117
71,1,0.2832099117
72,1,0.2832099117
73,1,0.2832099117
74,1,0.2832099117
75,1,0.2832099117
76,1,0.2832099117
77,1,0.2832099117
78,1,0.2832099117
79,1,0.2832099117
80,1,0.2832099117
81,1,0.2832099117
82,1,0.2832099117
83,1,0.2832099117
84,1,0.2832099117
85,1,0.2832099117
86,1,0.2832099117
87,1,0.2832099117
88,1,0.2832099117
89,1,0.2832099117
90,1,0.2832099117
91,1,0.2832099117
92,1,0.2832099117
93,1,0.2832099117
94,1,0.2832099117
95,1,0.2832099117
96,1,0.2832099117
97,1,0.2832099117
98,1,0.2832099117
99,1,0.2832099117
0,2,0.2958544316
1,2,0.2958544316
2,2,0.2958544316
3,2,0.2958544316
4,2,0.2958544316
5,2,0.2958544316
6,2,0.2958544316
7,2,0.2958544316
8,2,0.2958544316
9,2,0.2958544316
10,2,0.2958544316
11,2,0.2958544316
12,2,0.2958544316
13,2,0.2958544316
14,2,0.2958544316
15,2,0.2958544316
16,2,0.2958544316
17,2,0.2958544316
18,2,0.2958544316
19,2,0.2958544316
20,2,0.2958544316
21,2,0.2958544316
22,2,0.2958544316
23,2,0.2958544316
24,2,0.2958544316
25,2,0.2958544316
26,2,0.2958544316
27,2,0.2958544316
28,2,0.2958544316
29,2,0.2958544316
30,2,0.2958544316
31,2,0.2958544316
32,2,0.2958544316
33,2,0.2958544316
34,2,0.2865145348
35,2,0.2865145348
36,2,0.2865145348
37,2,0.2865145348
38,2,0.2865145348
39,2,0.2865145348
40,2,0.2865145348
41,2,0.2865145348
42,2,0.2865145348
43,2,0.2865145348
44,2,0.2865145348
45,2,0.2865145348
46,2,0.2865145348
47,2,0.2865145348
48,2,0.2865145348
49,2,0.2865145348
50,2,0.2865145348
51,2,0.2865145348
52,2,0.2865145348
53,2,0.2865145348
54,2,0.2865145348
55,2,0.2865145348
56,2,0.2865145348
57,2,0.2865145348
58,2,0.2865145348
59,2,0.2865145348
60,2,0.2865145348
61,2,0.2865145348
62,2,0.2865145348
63,2,0.2865145348
64,2,0.2865145348
65,2,0.2865145348
66,2,0.2865145348
67,2,0.2865145348
68,2,0.2865145348
69,2,0.2865145348
70,2,0.2865145348
71,2,0.2865145348
72,2,0.2865145348
73,2,0.2865145348
74,2,0.2865145348
75,2,0.2865145348
76,2,0.2865145348
77,2,0.2865145348
78,2,0.2865145348
79,2,0.2865145348
80,2,0.2865145348
81,2,0.2865145348
82,2,0.2865145348
83,2,0.2865145348
84,2,0.2865145348
85,2,0.2865145348
86,2,0.2865145348
87,2,0.2865145348
88,2,0.2865145348
89,2,0.2865145348
90,2,0.2865145348
91,2,0.2865145348
92,2,0.2865145348
93,2,0.2865145348
94,2,0.2865145348
95,2,0.2865145348
96,2,0.2865145348
97,2,0.2865145348
98,2,0.2865145348
99,2,0.2865145348
0,3,0.3167191863
1,3,0.3167191863
2,3,0.3167191863
3,3,0.3167191863
4,3,0.3167191863
5,3,0.3167191863
6,3,0.3167191863
7,3,0.3167191863
8,3,0.3167191863
9,3,0.3167191863
10,3,0.3167191863
11,3,0.3167191863
12,3,0.3167191863
13,3,0.3167191863
14,3,0.3167191863
15,3,0.3161524013
16,3,0.3161524013
17,3,0.2815871247
18,3,0.2815871247
19,3,0.2815871247
20,3,0.2815871247
21,3,0.2815871247
22,3,0.2815871247
23,3,0.2815871247
24,3,0.2815871247
25,3,0.2815871247
26,3,0.2815871247
27,3,0.2815871247
28,3,0.2815871247
29,3,0.2815871247
30,3,0.2815871247
31,3,0.2815871247
32,3,0.2815871247
33,3,0.2815871247
34,3,0.2815871247
35,3,0.2815871247
36,3,0.2815871247
37,3,0.2815871247
38,3,0.2815871247
39,3,0.2815871247
40,3,0.2815871247
41,3,0.2815871247
42,3,0.2815871247
43,3,0.2815871247
44,3,0.2815871247
45,3,0.2815871247
46,3,0.2815871247
47,3,0.2815871247
48,3,0.2815871247
49,3,0.2815871247
50,3,0.2815871247
51,3,0.2815871247
52,3,0.2815871247
53,3,0.2815871247
54,3,0.2815871247
55,3,0.2815871247
56,3,0.2815871247
57,3,0.2815871247
58,3,0.2815871247
59,3,0.2815871247
60,3,0.2815871247
61,3,0.2815871247
62,3,0.2815871247
63,3,0.2815871247
64,3,0.2815871247
65,3,0.2815871247
66,3,0.2815871247
67,3,0.2815871247
68,3,0.2815871247
69,3,0.2815871247
70,3,0.2815871247
71,3,0.2815871247
72,3,0.2815871247
73,3,0.2815871247
74,3,0.2815871247
75,3,0.2815871247
76,3,0.2815871247
77,3,0.2815871247
78,3,0.2815871247
79,3,0.2815871247
80,3,0.2815871247
81,3,0.2815871247
82,3,0.2815871247
83,3,0.2815871247
84,3,0.2815871247
85,3,0.2815871247
86,3,0.2815871247
87,3,0.2815871247
88,3,0.2815871247
89,3,0.2815871247
90,3,0.2815871247
91,3,0.2815871247
92,3,0.2815871247
93,3,0.2815871247
94,3,0.2815871247
95,3,0.2815871247
96,3,0.2815871247
97,3,0.2815871247
98,3,0.2814339812
99,3,0.2814339812
0,4,0.3007176184
1,4,0.3007176184
2,4,0.3007176184
3,4,0.3007176184
4,4,0.3007176184
5,4,0.3007176184
6,4,0.3007176184
7,4,0.3007176184
8,4,0.3007176184
9,4,0.3007176184
10,4,0.3007176184
11,4,0.3007176184
12,4,0.3007176184
13,4,0.3007176184
14,4,0.3007176184
15,4,0.3007176184
16,4,0.3007176184
17,4,0.3007176184
18,4,0.3007176184
19,4,0.3007176184
20,4,0.3007176184
21,4,0.2863511104
22,4,0.2863511104
23,4,0.2863511104
24,4,0.2863511104
25,4,0.2863511104
26,4,0.2863511104
27,4,0.2863511104
28,4,0.2863511104
29,4,0.2863511104
30,4,0.2863511104
31,4,0.2863511104
32,4,0.2863511104
33,4,0.2863511104
34,4,0.2863511104
35,4,0.2863511104
36,4,0.2863511104
37,4,0.2863511104
38,4,0.2863511104
39,4,0.2863511104
40,4,0.2863511104
41,4,0.2863511104
42,4,0.2863511104
43,4,0.2863511104
44,4,0.2863511104
45,4,0.2863511104
46,4,0.2863511104
47,4,0.2863511104
48,4,0.2863511104
49,4,0.2863511104
50,4,0.2863511104
51,4,0.2863511104
52,4,0.2863511104
53,4,0.2863511104
54,4,0.2863511104
55,4,0.2863511104
56,4,0.2863511104
57,4,0.2863511104
58,4,0.2863511104
59,4,0.2863511104
60,4,0.2863511104
61,4,0.2863511104
62,4,0.2863511104
63,4,0.2863511104
64,4,0.2863511104
65,4,0.2863511104
66,4,0.2863511104
67,4,0.2854636554
68,4,0.2854636554
69,4,0.2854636554
70,4,0.2854636554
71,4,0.2854636554
72,4,0.2854636554
73,4,0.2854636554
74,4,0.2854636554
75,4,0.2854636554
76,4,0.2854636554
77,4,0.2854636554
78,4,0.2854636554
79,4,0.2854636554
80,4,0.2854636554
81,4,0.2854636554
82,4,0.2854636554
83,4,0.2854636554
84,4,0.2854636554
85,4,0.2854636554
86,4,0.2854636554
87,4,0.2854636554
88,4,0.2854636554
89,4,0.2854636554
90,4,0.2854636554
91,4,0.2854636554
92,4,0.2854636554
93,4,0.2854636554
94,4,0.2854636554
95,4,0.2854636554
96,4,0.2854636554
97,4,0.2854636554
98,4,0.2854636554
99,4,0.2854636554
0,5,0.3108903317
1,5,0.3108903317
2,5,0.3108903317
3,5,0.3108903317
4,5,0.3108903317
5,5,0.3108903317
6,5,0.3105613225
7,5,0.3105613225
8,5,0.3105613225
9,5,0.3105613225
10,5,0.3067380311
11,5,0.3067380311
12,5,0.2990305189
13,5,0.2990305189
14,5,0.2990305189
15,5,0.2990305189
16,5,0.2990305189
17,5,0.2990305189
