Run,FinalFitness
0,0.2978211895
1,0.2850076387
2,0.2891997154
3,0.2855058183
4,0.2896833615
5,0.2985878298
6,0.2826611317
7,0.3055185500
8,0.2929422629
9,0.2745570290
10,0.2891586657
11,0.2879740698
12,0.2918919666
13,0.2914911607
14,0.2894897032
15,0.2879111922
16,0.2835744632
17,0.2953008802
18,0.2932523184
19,0.2861919725
20,0.2918929536
21,0.2799077474
22,0.2941147512
23,0.2919672512
24,0.2949656031
25,0.2919118286
26,0.2903221983
27,0.2988044741
28,0.2937470347
29,0.2839417189
