Run,FinalFitness
0,0.2936107694
1,0.2883708658
2,0.2963402443
3,0.3079232627
4,0.3026505528
5,0.2904988240
6,0.2887425877
7,0.2995204436
8,0.2892017090
9,0.3002249212
10,0.3022129251
11,0.2890129684
12,0.2922309893
13,0.2827285157
14,0.3071310095
15,0.2895683175
16,0.2931535913
17,0.2931426236
18,0.3003251421
19,0.2977087618
20,0.2921071012
21,0.2926579691
22,0.3072588795
23,0.2882112429
24,0.2846178742
25,0.2954576813
26,0.3008490943
27,0.2914888876
28,0.2793633748
29,0.2960422324
