Run,FinalFitness
0,0.2945727815
1,0.2869070944
2,0.2857928991
3,0.2856914384
4,0.2993917358
5,0.3023640618
6,0.2817795296
7,0.2879592818
8,0.2966442463
9,0.2989321949
10,0.2832965175
11,0.2917516577
12,0.2930252582
13,0.2830706227
14,0.2949560911
15,0.2840897610
16,0.2672909576
17,0.2975396156
18,0.2820681497
19,0.2996254415
20,0.2881916830
21,0.2879375575
22,0.2906387371
23,0.2905460326
24,0.2762058885
25,0.2919186920
26,0.2950429244
27,0.2822718392
28,0.2971840898
29,0.2926126083
