Run,FinalFitness
0,0.2931959711
1,0.2972236343
2,0.2749896399
3,0.2940999097
4,0.2834555356
5,0.2974379036
6,0.2912968537
7,0.3074967288
8,0.2871396888
9,0.2951725588
10,0.2933173807
11,0.3020628738
12,0.2916481150
13,0.2956297476
14,0.2947662492
15,0.2871396702
16,0.2946492166
17,0.3006748868
18,0.2921802883
19,0.2898881433
20,0.2923926549
21,0.2849876077
22,0.2845496133
23,0.2915209154
24,0.2921183422
25,0.2840345406
26,0.2914583601
27,0.2999991438
28,0.3002905467
29,0.2904781478
