ParameterValue,Mean,StdDev,CI_Lower,CI_Upper,Min,Max,Median,NumRuns
0.10,0.2858633760,0.0070862700,0.2832176164,0.2885091356,0.2708869753,0.2970285052,0.2867303704,30
0.20,0.2890103837,0.0083175321,0.2859049149,0.2921158525,0.2714377902,0.3029270007,0.2901055031,30
0.30,0.2885484114,0.0068400256,0.2859945906,0.2911022321,0.2697595407,0.3003868739,0.2876791170,30
0.40,0.2913677495,0.0066315720,0.2888917578,0.2938437411,0.2736648178,0.3058613261,0.2906590592,30
0.50,0.2908477031,0.0074149358,0.2880792314,0.2936161748,0.2766808476,0.3016004678,0.2927549117,30
