Run,FinalFitness
0,0.3006481546
1,0.2832099117
2,0.2865145348
3,0.2814339812
4,0.2854636554
5,0.2776035780
6,0.2996332775
7,0.2963410602
8,0.2851575032
9,0.3016004678
10,0.2951576836
11,0.2878985378
12,0.2940292384
13,0.2974864437
14,0.2989173360
15,0.2921995057
16,0.2907233858
17,0.2953535478
18,0.2966166075
19,0.2892532870
20,0.2867988574
21,0.3012404827
22,0.2939151902
23,0.2766808476
24,0.2936980428
25,0.2963419847
26,0.2933103177
27,0.2796565548
28,0.2780367725
29,0.2905103449
