Run,FinalFitness
0,0.2282735122
1,0.2046703600
2,0.2232501119
3,0.2075071104
4,0.2138757516
5,0.2163241350
6,0.2131969070
7,0.2104760558
8,0.1804636271
9,0.2163297280
10,0.2128467626
11,0.2202433188
12,0.2082247905
13,0.2068665752
14,0.2200494605
15,0.2153548796
16,0.2077028220
17,0.2169985618
18,0.2211496697
19,0.2085713271
20,0.2090860840
21,0.2195351981
22,0.2139705391
23,0.2181985137
24,0.2052297595
25,0.2163386341
26,0.2172192004
27,0.2184571521
28,0.2045101915
29,0.2213085930
