Run,FinalFitness
0,0.2851336066
1,0.2938226160
2,0.2872237464
3,0.2920458062
4,0.2833654422
5,0.2889148804
6,0.2959167654
7,0.2878409219
8,0.3037526423
9,0.2804114425
10,0.2902756154
11,0.2917853237
12,0.2888650727
13,0.2872157989
14,0.2830391211
15,0.2825830394
16,0.2774466930
17,0.2949012708
18,0.2971146753
19,0.2964748513
20,0.2821802493
21,0.2939238584
22,0.2795942134
23,0.2763242718
24,0.2880383561
25,0.2741777753
26,0.2786968359
27,0.2866379678
28,0.3009456331
29,0.2934557579
