Run,FinalFitness
0,0.2842053580
1,0.2912175161
2,0.2901889574
3,0.2886024161
4,0.2924955869
5,0.2910449665
6,0.2833859427
7,0.2851444150
8,0.2978170659
9,0.2949969298
10,0.3028470905
11,0.2882138959
12,0.3015569967
13,0.2974665597
14,0.2736648178
15,0.2915434760
16,0.2954578365
17,0.2877846786
18,0.2885489379
19,0.2888414364
20,0.2961455496
21,0.2882998084
22,0.2993010127
23,0.2902867522
24,0.2853533675
25,0.2962612350
26,0.2910313662
27,0.2885728783
28,0.2848943082
29,0.3058613261
