Run,FinalFitness
0,0.2812131462
1,0.2901165661
2,0.2983635115
3,0.2919537608
4,0.2904817550
5,0.2986546364
6,0.2858846798
7,0.3017446797
8,0.2848214749
9,0.2906849170
10,0.2917518907
11,0.2986965088
12,0.2847474569
13,0.2921557743
14,0.2880834960
15,0.2945921976
16,0.2917720141
17,0.2909569249
18,0.2984162418
19,0.2774356945
20,0.3030615845
21,0.2951811056
22,0.2961346858
23,0.2963875683
24,0.2915017431
25,0.2843271432
26,0.2777015975
27,0.2854731940
28,0.2882160175
29,0.2915180573
