Run,FinalFitness
0,0.2901449540
1,0.2984106934
2,0.2912827998
3,0.2938624404
4,0.2819936623
5,0.2939566214
6,0.2923366594
7,0.2937170617
8,0.2897195439
9,0.2876670967
10,0.2851232357
11,0.2812101249
12,0.2895170156
13,0.2866378405
14,0.2824215784
15,0.2934780165
16,0.2793427832
17,0.2926725118
18,0.2916934928
19,0.2987530649
20,0.2877554969
21,0.2899606726
22,0.2841177582
23,0.2882399689
24,0.2803240623
25,0.2960178520
26,0.2961696163
27,0.2926366442
28,0.2898971164
29,0.2846956709
