Run,FinalFitness
0,0.2926374642
1,0.2897572959
2,0.3030049202
3,0.2900738813
4,0.2926024093
5,0.2955360274
6,0.2861976972
7,0.2707939564
8,0.2925045068
9,0.2917181316
10,0.2895915717
11,0.2822784197
12,0.2884033385
13,0.2835692284
14,0.2819425260
15,0.2869755109
16,0.3007664833
17,0.2867110999
18,0.2863235669
19,0.2801040588
20,0.2996745996
21,0.2880762815
22,0.2834572086
23,0.2987086056
24,0.2985224680
25,0.2844305654
26,0.2948878510
27,0.2918101340
28,0.2816351535
29,0.2789729531
