Iteration,Run,Fitness
0,0,0.1683576085
1,0,0.1683576085
2,0,0.1683576085
3,0,0.1683576085
4,0,0.1683576085
5,0,0.1683576085
6,0,0.1683576085
7,0,0.1683576085
8,0,0.1683576085
9,0,0.1683576085
10,0,0.1683576085
11,0,0.1683576085
12,0,0.1683576085
13,0,0.1683576085
14,0,0.1683576085
15,0,0.1683576085
16,0,0.1683576085
17,0,0.1683576085
18,0,0.1683576085
19,0,0.1683576085
20,0,0.1683576085
21,0,0.1683576085
22,0,0.1683576085
23,0,0.1683576085
24,0,0.1683576085
25,0,0.1683576085
26,0,0.1683576085
27,0,0.1683576085
28,0,0.1683576085
29,0,0.1683576085
30,0,0.1683576085
31,0,0.1683576085
32,0,0.1683576085
33,0,0.1683576085
34,0,0.1683576085
35,0,0.1683576085
36,0,0.1683576085
37,0,0.1683576085
38,0,0.1683576085
39,0,0.1683576085
40,0,0.1683576085
41,0,0.1683576085
42,0,0.1683576085
43,0,0.1683576085
44,0,0.1683576085
45,0,0.1683576085
46,0,0.1683576085
47,0,0.1683576085
48,0,0.1683576085
49,0,0.1683576085
50,0,0.1683576085
51,0,0.1683576085
52,0,0.1683576085
53,0,0.1683576085
54,0,0.1683576085
55,0,0.1683576085
56,0,0.1683576085
57,0,0.1683576085
58,0,0.1683576085
59,0,0.1683576085
60,0,0.1683576085
61,0,0.1683576085
62,0,0.1683576085
63,0,0.1683576085
64,0,0.1683576085
65,0,0.1683576085
66,0,0.1683576085
67,0,0.1683576085
68,0,0.1683576085
69,0,0.1683576085
70,0,0.1683576085
71,0,0.1683576085
72,0,0.1683576085
73,0,0.1683576085
74,0,0.1683576085
75,0,0.1683576085
76,0,0.1683576085
77,0,0.1683576085
78,0,0.1683576085
79,0,0.1683576085
80,0,0.1683576085
81,0,0.1683576085
82,0,0.1683576085
83,0,0.1683576085
84,0,0.1683576085
85,0,0.1683576085
86,0,0.1683576085
87,0,0.1683576085
88,0,0.1683576085
89,0,0.1683576085
90,0,0.1683576085
91,0,0.1683576085
92,0,0.1683576085
93,0,0.1683576085
94,0,0.1683576085
95,0,0.1683576085
96,0,0.1683576085
97,0,0.1683576085
98,0,0.1683576085
99,0,0.1683576085
0,1,0.1721219174
1,1,0.1721219174
2,1,0.1721219174
3,1,0.1721219174
4,1,0.1721219174
5,1,0.1721219174
6,1,0.1700675889
7,1,0.1700675889
8,1,0.1700675889
9,1,0.1700675889
10,1,0.1700675889
11,1,0.1700675889
12,1,0.1669538843
13,1,0.1669538843
14,1,0.1669538843
15,1,0.1669538843
16,1,0.1669538843
17,1,0.1669538843
18,1,0.1669538843
19,1,0.1669538843
20,1,0.1669538843
21,1,0.1669538843
22,1,0.1643775981
23,1,0.1643775981
24,1,0.1643775981
25,1,0.1643775981
26,1,0.1643775981
27,1,0.1643775981
28,1,0.1643775981
29,1,0.1643775981
30,1,0.1643775981
31,1,0.1643775981
32,1,0.1643775981
33,1,0.1643775981
34,1,0.1643775981
35,1,0.1643775981
36,1,0.1643775981
37,1,0.1643775981
38,1,0.1643775981
39,1,0.1643775981
40,1,0.1643775981
41,1,0.1643775981
42,1,0.1643775981
43,1,0.1643775981
44,1,0.1643775981
45,1,0.1643775981
46,1,0.1643775981
47,1,0.1643775981
48,1,0.1643775981
49,1,0.1643775981
50,1,0.1643775981
51,1,0.1643775981
52,1,0.1643775981
53,1,0.1643775981
54,1,0.1643775981
55,1,0.1643775981
56,1,0.1643775981
57,1,0.1643775981
58,1,0.1643775981
59,1,0.1643775981
60,1,0.1643775981
61,1,0.1643775981
62,1,0.1643775981
63,1,0.1643775981
64,1,0.1643775981
65,1,0.1643775981
66,1,0.1643775981
67,1,0.1643775981
68,1,0.1643775981
69,1,0.1643775981
70,1,0.1643775981
71,1,0.1643775981
72,1,0.1643775981
73,1,0.1643775981
74,1,0.1643775981
75,1,0.1643775981
76,1,0.1643775981
77,1,0.1643775981
78,1,0.1643775981
79,1,0.1643775981
80,1,0.1643775981
81,1,0.1643775981
82,1,0.1643775981
83,1,0.1643775981
84,1,0.1643775981
85,1,0.1643775981
86,1,0.1643775981
87,1,0.1643775981
88,1,0.1643775981
89,1,0.1643775981
90,1,0.1643775981
91,1,0.1643775981
92,1,0.1643775981
93,1,0.1643775981
94,1,0.1643775981
95,1,0.1643775981
96,1,0.1643775981
97,1,0.1643775981
98,1,0.1643775981
99,1,0.1643775981
0,2,0.1854098531
1,2,0.1854098531
2,2,0.1854098531
3,2,0.1854098531
4,2,0.1854098531
5,2,0.1854098531
6,2,0.1854098531
7,2,0.1854098531
8,2,0.1854098531
9,2,0.1854098531
10,2,0.1854098531
11,2,0.1854098531
12,2,0.1799019365
13,2,0.1799019365
14,2,0.1799019365
15,2,0.1799019365
16,2,0.1799019365
17,2,0.1799019365
18,2,0.1799019365
19,2,0.1758671951
20,2,0.1758671951
21,2,0.1758671951
22,2,0.1758671951
23,2,0.1758671951
24,2,0.1758671951
25,2,0.1758671951
26,2,0.1758671951
27,2,0.1758671951
28,2,0.1758671951
29,2,0.1758671951
30,2,0.1758671951
31,2,0.1758671951
32,2,0.1758671951
33,2,0.1758671951
34,2,0.1758671951
35,2,0.1758671951
36,2,0.1758671951
37,2,0.1758671951
38,2,0.1758671951
39,2,0.1758671951
40,2,0.1758671951
41,2,0.1758671951
42,2,0.1758671951
43,2,0.1758671951
44,2,0.1758671951
45,2,0.1758671951
46,2,0.1758671951
47,2,0.1758671951
48,2,0.1758671951
49,2,0.1758671951
50,2,0.1758671951
51,2,0.1758671951
52,2,0.1650676773
53,2,0.1650676773
54,2,0.1650676773
55,2,0.1650676773
56,2,0.1650676773
57,2,0.1650676773
58,2,0.1650676773
59,2,0.1650676773
60,2,0.1650676773
61,2,0.1612098923
62,2,0.1612098923
63,2,0.1612098923
64,2,0.1612098923
65,2,0.1612098923
66,2,0.1612098923
67,2,0.1612098923
68,2,0.1612098923
69,2,0.1612098923
70,2,0.1612098923
71,2,0.1612098923
72,2,0.1612098923
73,2,0.1612098923
74,2,0.1612098923
75,2,0.1612098923
76,2,0.1612098923
77,2,0.1612098923
78,2,0.1612098923
79,2,0.1612098923
80,2,0.1612098923
81,2,0.1612098923
82,2,0.1612098923
83,2,0.1612098923
84,2,0.1612098923
85,2,0.1612098923
86,2,0.1612098923
87,2,0.1612098923
88,2,0.1612098923
89,2,0.1612098923
90,2,0.1612098923
91,2,0.1612098923
92,2,0.1612098923
93,2,0.1612098923
94,2,0.1612098923
95,2,0.1612098923
96,2,0.1612098923
97,2,0.1612098923
98,2,0.1612098923
99,2,0.1612098923
0,3,0.1954844828
1,3,0.1871171251
2,3,0.1871171251
3,3,0.1860116508
4,3,0.1860116508
5,3,0.1794686669
6,3,0.1794686669
7,3,0.1794686669
8,3,0.1794686669
9,3,0.1772722326
10,3,0.1772722326
11,3,0.1772722326
12,3,0.1772722326
13,3,0.1772722326
14,3,0.1772722326
15,3,0.1768120626
16,3,0.1768120626
17,3,0.1768120626
18,3,0.1768120626
19,3,0.1768120626
20,3,0.1768120626
21,3,0.1768120626
22,3,0.1768120626
23,3,0.1768120626
24,3,0.1768120626
25,3,0.1768120626
26,3,0.1768120626
27,3,0.1768120626
28,3,0.1768120626
29,3,0.1762099057
30,3,0.1762099057
31,3,0.1762099057
32,3,0.1762099057
33,3,0.1762099057
34,3,0.1762099057
35,3,0.1762099057
36,3,0.1762099057
37,3,0.1762099057
38,3,0.1762099057
39,3,0.1762099057
40,3,0.1762099057
41,3,0.1762099057
42,3,0.1762099057
43,3,0.1762099057
44,3,0.1762099057
45,3,0.1762099057
46,3,0.1762099057
47,3,0.1762099057
48,3,0.1762099057
49,3,0.1762099057
50,3,0.1762099057
51,3,0.1762099057
52,3,0.1762099057
53,3,0.1762099057
54,3,0.1762099057
55,3,0.1762099057
56,3,0.1762099057
57,3,0.1762099057
58,3,0.1714276468
59,3,0.1696272821
60,3,0.1696272821
61,3,0.1696272821
62,3,0.1696272821
63,3,0.1696272821
64,3,0.1696272821
65,3,0.1696272821
66,3,0.1696272821
67,3,0.1696272821
68,3,0.1696272821
69,3,0.1696272821
70,3,0.1696272821
71,3,0.1696272821
72,3,0.1696272821
73,3,0.1696272821
74,3,0.1696272821
75,3,0.1696272821
76,3,0.1696272821
77,3,0.1696272821
78,3,0.1696272821
79,3,0.1696272821
80,3,0.1696272821
81,3,0.1696272821
82,3,0.1696272821
83,3,0.1696272821
84,3,0.1696272821
85,3,0.1696272821
86,3,0.1631906213
87,3,0.1631906213
88,3,0.1631906213
89,3,0.1631906213
90,3,0.1631906213
91,3,0.1631906213
92,3,0.1631906213
93,3,0.1631906213
94,3,0.1631906213
95,3,0.1631906213
96,3,0.1631906213
97,3,0.1631906213
98,3,0.1631906213
99,3,0.1631906213
0,4,0.1844412910
1,4,0.1844412910
2,4,0.1844412910
3,4,0.1738883144
4,4,0.1738883144
5,4,0.1738883144
6,4,0.1738883144
7,4,0.1738883144
8,4,0.1738883144
9,4,0.1738883144
10,4,0.1738883144
11,4,0.1738883144
12,4,0.1738883144
13,4,0.1738883144
14,4,0.1738883144
15,4,0.1738883144
16,4,0.1738883144
17,4,0.1738883144
18,4,0.1738883144
19,4,0.1738883144
20,4,0.1724254620
21,4,0.1724254620
22,4,0.1724254620
23,4,0.1724254620
24,4,0.1724254620
25,4,0.1724254620
26,4,0.1724254620
27,4,0.1724254620
28,4,0.1724254620
29,4,0.1724254620
30,4,0.1724254620
31,4,0.1724254620
32,4,0.1724254620
33,4,0.1724254620
34,4,0.1724254620
35,4,0.1724254620
36,4,0.1724254620
37,4,0.1724254620
38,4,0.1724254620
39,4,0.1724254620
40,4,0.1724254620
41,4,0.1724254620
42,4,0.1724254620
43,4,0.1724254620
44,4,0.1724254620
45,4,0.1724254620
46,4,0.1724254620
47,4,0.1724254620
48,4,0.1724254620
49,4,0.1724254620
50,4,0.1724254620
51,4,0.1724254620
52,4,0.1724254620
53,4,0.1724254620
54,4,0.1724254620
55,4,0.1724254620
56,4,0.1724254620
57,4,0.1724254620
