ParameterValue,Mean,StdDev,CI_Lower,CI_Upper,Min,Max,Median,NumRuns
0.00,0.1586863194,0.0058618825,0.1564977023,0.1608749366,0.1459370305,0.1723789961,0.1575630154,30
