ParameterValue,Mean,StdDev,CI_Lower,CI_Upper,Min,Max,Median,NumRuns
0.00,0.1405973774,0.0088831496,0.1372807273,0.1439140276,0.1213120540,0.1550088672,0.1418822030,30
