Algorithm,Run,ExecutionTime,Makespan,AvgRT,AvgUtilization,TotalCost,BestFitness,MaxLoad
WOA,0,299.7137,264.01,54.901075333333374,0.3493013395957224,354.28664999999995,0.1516446874675292,21
WOA,1,211.9748,247.352,57.3371688333333,0.38692005050831724,363.79877083333304,0.13905061002282648,17
WOA,2,166.6162,243.03600000000003,54.60479733333332,0.3904677907799668,361.7230141666667,0.14518125775657945,17
WOA,3,163.5743,231.99900000000002,47.68603499999999,0.36751557837174587,343.4235274999997,0.1505709500879665,18
WOA,4,174.5386,238.781,52.503866499999965,0.3733147109694659,355.0102866666665,0.1444952324187618,17
WOA,5,180.1008,325.523,61.08637466666662,0.30926326250372477,368.61951416666653,0.1591868714391761,18
WOA,6,164.7135,306.798,55.520082333333335,0.2910108008092186,359.16495666666685,0.1496022075199215,24
WOA,7,181.31,277.192,56.721713666666666,0.3554123014613215,372.8780666666671,0.15763611293497348,17
WOA,8,170.7987,273.107,58.61035916666664,0.35229688974162743,363.77498833333357,0.13527877573729652,15
WOA,9,167.7059,287.94,54.85422116666666,0.32473929753883907,354.08204916666654,0.15277867931985345,16
WOA,10,183.7532,230.467,53.352584499999985,0.4038632356620831,358.3105541666666,0.13968941670384913,19
WOA,11,163.0505,260.039,54.78790183333333,0.3523661194410582,367.44824833333314,0.13805648492993614,19
WOA,12,163.236,258.706,59.53456483333331,0.38948715916909527,373.7945791666668,0.15146142241373492,18
WOA,13,141.067,246.924,52.85066300000004,0.3709895419913279,365.3663941666667,0.14209132835852448,18
WOA,14,110.3098,272.057,53.98370866666664,0.3424462643245104,372.83008833333355,0.14821639758615845,19
WOA,15,155.8247,315.309,60.912511333333306,0.3214076773366233,385.0019966666668,0.1504194193457891,16
WOA,16,158.7202,258.85200000000003,53.123881166666685,0.3517268297456976,357.42397333333327,0.1418806945422503,23
WOA,17,184.8634,221.83200000000002,50.70461266666667,0.40679683273828826,354.690563333333,0.13506397152004457,16
WOA,18,305.3552,338.081,59.24971366666667,0.29179291846234084,376.6554758333333,0.15616805514109167,17
WOA,19,179.7732,244.683,54.55643816666664,0.37684672276646375,368.7012383333333,0.13107610125886993,18
WOA,20,166.7309,208.851,54.36216550000001,0.44748608657208544,364.3442099999998,0.1417128488683709,17
WOA,21,150.0105,279.211,61.39908266666666,0.3458742313161013,377.63113000000016,0.15119729885121475,24
WOA,22,129.0249,218.62300000000002,52.59378433333336,0.41368572077655746,358.2638908333332,0.13557851643593874,17
WOA,23,121.2873,232.091,56.320353499999996,0.396554979153292,366.65950500000014,0.1480875156347939,18
WOA,24,138.256,277.367,58.47385816666668,0.3479471362250495,368.82918833333304,0.15405191685177236,16
WOA,25,129.0155,229.75900000000001,59.040537000000015,0.4163914434980422,371.5514058333331,0.13981511135765864,18
WOA,26,129.395,231.851,51.17666749999999,0.3965769826310864,363.325134166667,0.1431782058082178,17
WOA,27,116.23,250.995,55.60563199999997,0.38452279261871086,368.37807583333336,0.14773219348882077,17
WOA,28,132.0174,232.137,51.940761666666674,0.39790463533746595,365.53052249999973,0.14332767910296598,16
WOA,29,122.8572,215.706,57.68377366666666,0.44694921173572666,374.304725,0.1432825560370871,20
