Run,FinalFitness
0,0.1370354242
1,0.1344118213
2,0.1322897239
3,0.1386821488
4,0.1445411444
5,0.1380130527
6,0.1391106303
7,0.1348044770
8,0.1408217067
9,0.1376285904
10,0.1436849656
11,0.1356713621
12,0.1265289924
13,0.1360036485
14,0.1354317065
15,0.1341173179
16,0.1310943462
17,0.1334911653
18,0.1409451296
19,0.1299220084
20,0.1348647716
21,0.1441490449
22,0.1432649886
23,0.1412741370
24,0.1238989422
25,0.1493522920
26,0.1419698191
27,0.1283201837
28,0.1330148686
29,0.1382036424
