Run,FinalFitness
0,0.1408495382
1,0.1581213356
2,0.1474776908
3,0.1477890958
4,0.1536791866
5,0.1563441408
6,0.1489462758
7,0.1618872328
8,0.1427254910
9,0.1367263106
10,0.1580311383
11,0.1528711289
12,0.1552114349
13,0.1412446339
14,0.1614224236
15,0.1393828397
16,0.1468869771
17,0.1658081631
18,0.1413045311
19,0.1482698898
20,0.1619188640
21,0.1611143232
22,0.1440649744
23,0.1526673271
24,0.1576782789
25,0.1587629890
26,0.1486330246
27,0.1460098724
28,0.1712315399
29,0.1566524558
