ParameterValue,Mean,StdDev,CI_Lower,CI_Upper,Min,Max,Median,NumRuns
0.00,0.1353437541,0.0032213905,0.1341410022,0.1365465061,0.1253173767,0.1399150624,0.1352322745,30
