Run,FinalFitness
0,0.1584841565
1,0.1530843347
2,0.1640335251
3,0.1530148295
4,0.1627172259
5,0.1491317033
6,0.1594601926
7,0.1653852387
8,0.1583757494
9,0.1589996437
10,0.1568385162
11,0.1660008631
12,0.1543700181
13,0.1519875371
14,0.1459370305
15,0.1576744621
16,0.1552977864
17,0.1652167315
18,0.1559173239
19,0.1570629458
20,0.1547362985
21,0.1574515686
22,0.1547705247
23,0.1654885235
24,0.1572734878
25,0.1571236810
26,0.1694739630
27,0.1618734294
28,0.1610292966
29,0.1723789961
