Rank,Algorithm,Mean,Median,Std,CV (%),Min,Max,Range,IQR,Q1,Q3
1,RDA,358.17180786111123,358.453489583333,8.274134518864665,2.310102117828642,337.27780416666656,372.1651408333333,34.88733666666673,14.680294583333648,350.65859124999986,365.3388858333335
2,GA,363.2793712777778,364.7916591666669,11.793394791384022,3.2463706237716226,334.6334,384.164545,49.53114499999998,13.75327791666632,357.4747293750001,371.2280072916664
3,PSO,363.9508075833333,366.63111125000006,11.63149343751046,3.1958971364137487,336.7454741666666,385.1821116666668,48.43663750000019,11.23243020833337,359.62396458333325,370.8563947916666
4,WOA,365.19342411111114,365.4484583333332,8.691442872047023,2.379956017335796,343.4235274999997,385.0019966666668,41.578469166667105,12.34669666666639,358.52415479166666,370.87085145833305
5,GWO,367.09550652777784,366.5732441666669,10.943158530674623,2.981011299806407,350.25381250000004,397.2391066666664,46.985294166666336,15.38111791666671,357.67353104166676,373.0546489583335
