Rank,Algorithm,Mean,Median,Std,CV (%),Min,Max,Range,IQR,Q1,Q3
1,RDA,49.09172360555556,49.13389666666666,1.4336571625495622,2.9203642839448394,45.729746499999976,52.48885099999998,6.7591045000000065,1.5312987083333596,48.412196458333305,49.943495166666665
2,PSO,54.14919672222222,53.83227599999997,2.385689633595818,4.405771051109163,50.13707566666663,58.51926566666664,8.382190000000008,2.9197619999999986,53.077665833333334,55.99742783333333
3,WOA,55.51596299444444,54.87764825000002,3.3409060005671676,6.017919568289749,47.68603499999999,61.39908266666666,13.713047666666668,5.095280041666669,53.18105700000001,58.27633704166668
4,GA,55.61501773888888,54.97528041666668,4.252915830509839,7.647063695056564,47.81348766666666,67.97385066666665,20.16036299999999,5.234443208333317,53.30329429166667,58.537737499999984
5,GWO,55.70050512777778,54.93238250000002,3.47413734256612,6.237173854341891,51.22619,65.50008783333335,14.27389783333335,4.096729083333308,53.178647500000025,57.27537658333333
