ParameterValue,Run,ExecutionTime,Makespan,AvgRT,AvgUtilization,TotalCost,BestFitness,MaxLoad
100.0,0,97.183,61.8675,16.725024999999995,0.2901793079295807,70.83254833333334,0.1546023261400555,5
100.0,1,115.5372,72.75099999999999,13.97262083333333,0.19960039495447948,60.561330833333315,0.16079181478539964,5
100.0,2,95.5616,62.9475,17.698866666666667,0.27426643896368674,73.90466916666664,0.17145618413340644,6
100.0,3,79.8633,55.21,15.567765833333333,0.29666322526112415,71.35167000000001,0.1564123539410183,4
100.0,4,95.3474,91.21499999999999,20.01298999999999,0.21569334356556855,77.39814666666666,0.17315456431679324,5
100.0,5,130.3857,69.29050000000001,18.810129166666666,0.28742845940881756,77.19278333333332,0.16860835145382846,5
100.0,6,139.2575,116.101,20.530066666666663,0.17933863618745746,74.96523666666666,0.15488781022024323,5
100.0,7,108.9373,69.54899999999999,17.4148325,0.27046990850575375,75.02215083333333,0.17480292138966108,6
100.0,8,112.5403,104.813,18.4732225,0.17052235886769768,67.29678999999999,0.16440202673267296,4
100.0,9,111.5481,79.255,20.123313333333332,0.2823302630748849,82.4931408333333,0.15482036203319718,5
100.0,10,102.2674,96.955,18.533024999999995,0.20557136472246576,75.83561083333332,0.16350153277430773,5
100.0,11,108.2855,53.78766666666667,15.120302499999998,0.2940469314526874,68.67550083333333,0.17190698867579318,6
100.0,12,128.4222,56.893,15.132474166666668,0.2909108619103698,66.05462,0.1678953771414219,7
100.0,13,125.0497,36.004,14.662727499999999,0.39134434136947754,62.96034083333332,0.1695449959340171,7
100.0,14,114.7663,84.89999999999999,17.195671666666666,0.20319024342363565,70.89775,0.17305675911439541,6
250.0,0,226.9333,152.75400000000002,33.27261633333332,0.2855140400033169,185.74325000000002,0.1782059268854057,12
250.0,1,200.5306,156.07000000000002,28.955474999999993,0.2759259947459473,171.03930916666658,0.18366425619525892,10
250.0,2,257.3178,146.604,29.04516600000001,0.2927563595354378,171.14858749999993,0.17316842829752757,13
250.0,3,234.9075,109.575,30.68588666666665,0.41755646817248454,184.77504499999986,0.18388452798761445,11
250.0,4,271.2625,165.211,32.70337899999999,0.2765555864924248,184.33927333333324,0.1797511590053737,12
250.0,5,228.0375,160.15800000000002,33.73833499999999,0.2866097541178086,180.8855725,0.18705259771121902,10
250.0,6,217.522,175.107,33.54831866666667,0.2819851766824475,188.22566583333332,0.18142312704771457,10
250.0,7,266.6459,120.40299999999999,32.15496433333334,0.37199402561951656,180.39865166666658,0.17688577513528336,13
250.0,8,260.693,135.214,30.14681733333332,0.34031194994601166,175.17238749999984,0.17336676938367193,12
250.0,9,220.9108,166.072,34.299904333333316,0.30441468158389134,189.97288916666665,0.18990559278506033,10
250.0,10,214.3827,152.41400000000002,31.880872666666654,0.3124782609646532,187.70180416666668,0.1867891961483824,10
250.0,11,252.4761,133.243,28.695635666666664,0.3246326010872365,173.73397833333325,0.18134397408499453,12
250.0,12,259.1293,158.454,32.489422666666655,0.28832524476083493,182.81515083333332,0.19408853727175313,12
250.0,13,234.2432,106.838,30.101156000000003,0.40157894818947065,177.9743433333333,0.17513863640178587,11
250.0,14,219.1652,168.016,32.61008199999999,0.2725635058565851,188.33415416666665,0.17718371592229393,13
500.0,0,457.7937,248.317,56.469731666666625,0.37593870603569907,372.8791858333331,0.22545045824410062,18
500.0,1,355.7621,246.352,52.00435499999998,0.35518547985538307,357.9418599999996,0.20921415412474093,20
500.0,2,377.8258,294.948,51.23165166666666,0.3122206569745628,369.0622149999999,0.21300750048856062,17
500.0,3,406.7309,221.358,52.86319849999996,0.415034469050136,365.67037499999975,0.21905161754076147,20
500.0,4,390.5933,255.03900000000002,53.56131149999999,0.3537063873891183,355.70138000000003,0.1989520175257466,18
500.0,5,381.4379,234.741,52.76026916666669,0.3809962398274409,351.67700583333334,0.2166202416605462,20
500.0,6,401.4054,365.80400000000003,56.41385149999998,0.2593326435285928,367.1142166666669,0.21333587891635075,17
500.0,7,372.5355,226.62900000000002,55.276306666666656,0.4126070141067559,372.79817166666635,0.21786095011730972,16
500.0,8,414.8657,276.008,55.14148466666667,0.3278737693593423,357.455366666667,0.20656555316863284,17
500.0,9,379.169,182.43900000000002,51.18067750000002,0.45855788327422675,351.72809666666683,0.22520889511737252,21
500.0,10,381.4421,252.083,54.904981500000005,0.373764481010884,370.44709333333304,0.21225510615071339,18
500.0,11,403.7765,320.478,58.03310416666663,0.29800184932091034,367.2008116666667,0.21311274584770326,20
500.0,12,458.6338,302.95500000000004,56.26572683333333,0.3029950487696192,346.24882416666645,0.22387533137011162,19
500.0,13,384.7155,255.648,52.762212333333345,0.3354241248383194,347.49984916666665,0.21202738737524313,16
500.0,14,396.4273,304.033,55.45279750000003,0.30690266078572614,368.68311666666665,0.21640092374162592,20
750.0,0,552.2342,436.939,81.96370388888887,0.32547093148776685,542.1601558333332,0.2509897249536897,30
750.0,1,659.5815,364.92400000000004,80.0169742222222,0.37355954938562536,548.5601541666663,0.24728560153714438,23
750.0,2,634.9643,339.607,77.29135000000002,0.41100051431998347,540.6554908333337,0.24151233846086997,23
750.0,3,706.007,372.362,80.86173388888886,0.37668302619493926,533.0994466666672,0.2500664523783955,22
750.0,4,690.8744,377.863,85.02984300000003,0.37349501009625174,548.0147783333337,0.2650642955450477,24
750.0,5,608.8889,395.76500000000004,81.0366444444445,0.3416027861651905,538.1576000000001,0.23872879868463473,31
750.0,6,545.7477,356.883,83.02137877777777,0.3907748477792442,560.4943441666667,0.2563651908108328,41
750.0,7,628.8882,390.183,77.17360022222222,0.34507958658714843,518.9192950000001,0.2521549437685357,25
750.0,8,608.6375,422.218,80.43793355555557,0.33189872688200567,537.8841666666667,0.2541543950284492,23
750.0,9,579.9523,413.116,74.80892466666673,0.3382815036616027,551.9622591666662,0.2412292517039297,30
750.0,10,571.6937,419.15500000000003,79.34698288888885,0.3282453110026919,536.6003983333336,0.23807479755876823,29
750.0,11,582.1778,387.915,79.65764477777785,0.3654037267614467,546.0724583333338,0.25115711685553616,24
750.0,12,618.7621,327.974,76.80691833333336,0.4255145072475257,544.3615141666664,0.25654415959031707,25
750.0,13,621.7721,424.826,78.66685977777776,0.316818646536072,535.3484999999996,0.24513960004272287,26
