ParameterValue,Run,Makespan,AvgRT,AvgUtilization,TotalCost,BestFitness,MaxLoad
0.1,0,433.091,109.19777991666665,0.427396486342747,720.5358400000001,0.2948070750371079,45
0.1,1,493.43800000000005,99.14040116666662,0.3611331244587297,697.942923333334,0.29221573077719676,33
0.1,2,446.35200000000003,99.07869725000003,0.40191468467338154,709.6492249999993,0.2929749232768057,31
0.1,3,540.681,106.89905633333336,0.3481590500375143,740.8842016666667,0.290380281995848,30
0.1,4,490.00300000000004,113.26916049999988,0.39037258275289455,726.945728333333,0.29600280497145837,34
0.1,5,598.4000000000001,114.66471425,0.3255100239527629,752.1558541666661,0.2996725784895081,44
0.1,6,469.947,99.56882308333331,0.3894393516715715,731.5397641666658,0.2855923049313862,31
0.1,7,449.00100000000003,103.6247391666667,0.4200160096154201,730.5695741666661,0.2869295673588101,28
0.1,8,391.36400000000003,93.33512808333332,0.43508842577924034,699.1767033333326,0.2869690943992588,33
0.1,9,430.135,100.26485375000006,0.41967646204098696,716.0418358333336,0.27342381411470335,30
0.1,10,563.615,105.19747899999994,0.3374893411282523,738.0586924999996,0.28714530614396394,31
0.1,11,508.43600000000004,108.13574816666662,0.3497272518075038,699.5445125000001,0.2966891031623247,36
0.1,12,514.6959999999999,106.35245658333342,0.3499366875463055,727.6880558333329,0.2866775057065342,36
0.1,13,462.791,100.25228283333327,0.39161759123808926,708.7081966666661,0.28961117027068106,37
0.1,14,421.331,102.99571450000006,0.41940790415769696,712.0679616666667,0.28697213879641487,48
0.1,15,461.185,98.20515541666677,0.40057045798685265,707.7342166666668,0.2880750472974446,32
0.1,16,464.41900000000004,101.65286316666662,0.4019666364497003,717.9935766666664,0.284402689508372,27
0.1,17,521.6949999999999,102.79229808333329,0.36673795672439513,752.2520674999997,0.28952590881724105,30
0.1,18,452.685,100.70702375000008,0.404954283883937,701.3668074999995,0.2943020646522335,29
0.1,19,432.297,98.09064250000009,0.4108576935147208,708.5940866666662,0.288333176918553,32
0.1,20,567.359,104.48868516666667,0.3250212240691812,711.8407916666675,0.28776062516227585,33
0.1,21,426.017,102.26204325000005,0.4300014436043631,726.0386816666675,0.2908559510482701,30
0.1,22,482.902,104.14778091666665,0.3951064329132343,725.4857991666663,0.29408881861401687,31
0.1,23,454.90900000000005,115.05287741666665,0.40814140483774397,730.3075483333336,0.29274455063445415,34
0.1,24,463.127,101.18291150000006,0.3983773205477834,720.379856666666,0.2808459654378792,35
0.1,25,480.777,104.24915508333346,0.38738250443206146,719.3665200000011,0.2943529547859736,34
0.1,26,463.026,100.97575124999993,0.388465010604156,713.3176208333332,0.29101688009483745,35
0.1,27,475.456,93.88694399999996,0.3740744324045407,698.8656516666668,0.2977140739796987,36
0.1,28,508.319,97.76803649999992,0.35678650611131973,711.3872883333341,0.28540928245197394,30
0.1,29,399.369,101.19361841666678,0.4558667005534565,708.6488799999996,0.2926372824045876,36
0.2,0,449.204,99.38658783333342,0.41412880339444874,742.9608408333313,0.2750554375441686,34
0.2,1,475.297,103.47181075000003,0.3722258924419888,715.1358966666672,0.28302806446603385,40
0.2,2,527.0830000000001,100.84146849999998,0.35195116328927306,722.9146691666663,0.28344053483858256,30
0.2,3,417.09499999999997,99.66067725000006,0.43169354303775703,701.746190833332,0.28895967093368163,34
0.2,4,469.308,100.46254158333335,0.3917794319863856,719.0470591666664,0.3023586918008101,31
0.2,5,445.44300000000004,108.50805399999997,0.4263704933440789,731.9720941666669,0.2940655001585205,37
0.2,6,571.247,109.73267066666655,0.32533068882637445,721.8283649999995,0.29087269962376555,47
0.2,7,494.247,111.70981350000001,0.37938912460099233,751.6151775,0.2842282417261571,33
0.2,8,463.499,103.42879483333327,0.3974437737010577,723.1981033333336,0.2938165947766083,31
0.2,9,485.177,102.99076708333327,0.38014848532940887,730.7414825000008,0.27815691132592496,34
0.2,10,489.576,104.09712200000003,0.38418929168641164,725.761249166667,0.28502623042473807,29
0.2,11,445.546,97.20543033333331,0.4005007750789666,696.6558191666663,0.29887083340319304,29
0.2,12,471.79200000000003,109.31304316666665,0.4062900600264523,750.249809166666,0.29965952126767365,36
0.2,13,521.436,98.1597364166667,0.33089840363918105,700.708783333332,0.2797747886712447,31
0.2,14,517.4490000000001,107.25696408333327,0.35719536289244597,731.0624349999991,0.2800155227174492,35
0.2,15,448.401,99.93394391666665,0.4015547690571608,705.8043774999995,0.29360913551371076,32
0.2,16,471.66200000000003,109.73043333333337,0.41131349356106683,740.4657024999992,0.3010677850508305,37
0.2,17,521.509,104.71635041666673,0.3665329201733173,731.7034749999997,0.2901668443849426,29
0.2,18,480.98,98.32482291666663,0.374897705379295,713.573931666666,0.2907947806393051,28
0.2,19,508.801,105.12959858333335,0.36653846657796135,731.1703575000008,0.29483139330252406,32
0.2,20,473.69,100.55720241666666,0.3803691056738935,715.3646883333334,0.28955844235723976,36
0.2,21,481.604,104.51178258333334,0.40224336799528243,751.942506666666,0.2775714534084624,29
0.2,22,406.269,96.65750666666672,0.44280031621085186,722.2918275000005,0.28489101556097635,30
0.2,23,395.23900000000003,99.03234633333336,0.46631085242094017,721.6716758333326,0.29351164943500435,29
0.2,24,489.243,109.2091028333333,0.3806690949078472,729.879369166666,0.3025843065933387,32
0.2,25,430.612,103.01818908333337,0.42249202298124516,716.4182025000005,0.28412765357938174,31
0.2,26,555.775,109.21352758333339,0.32083986025519917,704.289703333334,0.2944741239406356,36
0.2,27,513.1990000000001,100.09239516666655,0.35257365076705127,717.9721549999992,0.28405031434387473,31
0.2,28,502.168,99.84696341666677,0.3634896488824456,719.4846633333334,0.29771140497683,38
0.2,29,588.749,105.82482825000002,0.3162933468535261,727.6885775000006,0.29453349971828835,30
0.3,0,477.501,103.1891499166666,0.39655687283028357,738.2610775000012,0.29263746417975417,29
0.3,1,503.38,102.7757173333333,0.35370808666746123,699.9845500000009,0.2897572959088955,32
0.3,2,591.61,113.68174425,0.32989487162150744,753.5665091666666,0.3030049202339021,32
0.3,3,566.651,109.2250253333333,0.3370552215267128,727.6086791666667,0.2900738812639999,32
0.3,4,539.6460000000001,103.45458558333323,0.3576939666620956,755.1228175000002,0.292602409281029,31
0.3,5,408.937,96.15476041666653,0.43725803322598183,699.2993749999998,0.29553602735499435,33
0.3,6,577.362,126.7776775,0.35471484383569857,766.5571866666664,0.2861976971569097,36
0.3,7,419.549,98.23057041666672,0.4330396370070401,719.6066516666663,0.2707939564230912,34
0.3,8,458.951,104.13451516666673,0.4122564609293803,724.6459058333338,0.29250450683761875,33
0.3,9,568.696,107.3884596666667,0.33281100388725543,740.1178983333333,0.29171813161195204,32
0.3,10,418.486,99.1385808333333,0.44550476798108735,737.0227041666673,0.2895915717141563,31
0.3,11,452.478,101.14040366666669,0.3993763895703215,721.3557166666662,0.28227841967965706,35
0.3,12,559.373,110.13669425000005,0.34923877269728787,751.9290549999988,0.2884033385031537,31
0.3,13,482.476,95.99500708333335,0.3778595653807995,707.276693333333,0.28356922841469795,28
0.3,14,482.78400000000005,102.35467933333332,0.39163593518702633,737.2640766666663,0.28194252604516656,30
0.3,15,493.7,114.6044156666666,0.38549839983795814,726.3290666666663,0.28697551091108303,50
0.3,16,571.5310000000001,105.11851100000001,0.31625095285003485,729.0452991666654,0.30076648328892047,32
0.3,17,490.798,103.49315866666659,0.3945605014690361,752.6566808333325,0.2867110998723343,27
0.3,18,457.39000000000004,100.76400300000007,0.4060785908451573,736.7266,0.2863235669003339,33
0.3,19,510.009,101.54693608333334,0.36119030252407314,713.0522249999988,0.28010405884632056,33
0.3,20,453.681,101.31773625000004,0.39800246942969464,711.4765924999999,0.2996745996269695,29
0.3,21,450.747,95.75696866666678,0.4006105235679142,721.2368466666674,0.28807628154030895,33
0.3,22,484.192,111.92210749999994,0.39763603419029364,738.3423325,0.2834572085937906,33
0.3,23,631.696,114.55569433333334,0.2873279288349669,743.591269166667,0.2987086056184851,39
0.3,24,469.239,103.61878858333333,0.3913256925930424,721.482763333333,0.29852246803964716,33
0.3,25,491.761,101.08025883333315,0.3763348591422798,718.6154925000006,0.28443056538684897,31
0.3,26,443.496,103.35876749999993,0.4180360627078185,723.9401258333346,0.29488785099263576,34
0.3,27,390.732,96.91923858333328,0.4512915203600762,694.4696608333326,0.29181013399310696,33
0.3,28,474.793,104.35423608333332,0.401625620709095,728.7133399999999,0.28163515351764523,29
0.3,29,546.654,106.27318850000006,0.3450322080633575,730.7909149999995,0.2789729530673528,41
0.4,0,570.307,102.20773524999998,0.329230271298324,734.3430216666648,0.29912133929305157,31
0.4,1,479.101,102.0329118333333,0.3792600690320691,712.1146825000002,0.3009101446679494,32
0.4,2,585.071,108.70738791666669,0.3283025080146967,746.6645175000002,0.2946825686136048,31
0.4,3,504.32,103.42617708333337,0.36742795579526216,710.5923399999998,0.2876431754232467,37
0.4,4,509.695,105.75883866666665,0.37685628660277215,723.5522800000007,0.2843765804439915,32
0.4,5,439.128,98.69790116666674,0.42288300146350644,720.6575058333337,0.2930202980253096,28
0.4,6,458.73400000000004,108.92170925000008,0.40967342366890896,729.807469999999,0.295744691374352,35
0.4,7,437.656,96.27155108333334,0.3999396291455693,687.8110150000006,0.28349862248588137,28
0.4,8,434.726,104.89459049999996,0.4209205951948276,715.4116233333327,0.2851018966863531,34
0.4,9,524.5830000000001,101.08571608333335,0.3606304054839747,731.389443333333,0.2850451517293057,31
0.4,10,524.702,108.5788946666667,0.35230884705350207,703.7895008333325,0.28468387820474517,28
0.4,11,472.868,111.06158183333334,0.40700794936430457,746.1760375000011,0.2907227077630543,34
0.4,12,487.422,105.39872499999996,0.3869603922952459,735.337184999999,0.28195977365989544,31
0.4,13,493.95300000000003,108.42286508333326,0.39365780415005724,746.8895091666673,0.2881079749752068,30
0.4,14,555.4939999999999,107.90471899999997,0.33539542581317994,735.2439891666647,0.288188248252321,31
0.4,15,469.218,107.27794608333328,0.4052985854478445,731.9764549999996,0.2712688299456437,31
0.4,16,510.97200000000004,107.10044124999996,0.38114807660693734,749.8623058333321,0.29956312365508314,31
0.4,17,545.2800000000001,104.33190758333333,0.32602937328834103,713.8938591666674,0.2935313854304479,37
0.4,18,473.948,105.57695441666664,0.39961796090147705,724.0951666666668,0.2967678696179884,33
0.4,19,446.375,97.19586041666673,0.4162554690562869,737.8691883333344,0.29611038335920886,30
0.4,20,392.803,99.96311308333335,0.47442647247263037,721.9740458333326,0.2923624585271868,30
0.4,21,471.87,102.27518116666666,0.40666562118097493,729.4337950000003,0.29631793935371437,29
0.4,22,530.745,110.78962883333341,0.35988133347150364,727.8577108333337,0.2937764654419635,31
0.4,23,538.836,105.93429158333325,0.35993832693682926,743.2775000000008,0.2909372523519633,31
0.4,24,449.43,102.65321199999993,0.41375963628002865,732.7931783333332,0.281769746127347,30
