ParameterValue,Run,Makespan,AvgRT,AvgUtilization,TotalCost,BestFitness,MaxLoad
100.0,0,89.209,15.556010833333332,0.19369327459486527,69.43052083333332,0.1683576084787168,6
100.0,1,64.011,14.39259333333333,0.27859349695104485,72.52433083333334,0.16437759811897293,4
100.0,2,60.531,16.61674666666667,0.29527985660240214,74.03199833333333,0.16120989229319727,6
100.0,3,70.714,14.899620833333334,0.2268185224990808,70.58033333333336,0.16319062129181558,4
100.0,4,64.26650000000001,17.72007083333333,0.259579770694426,69.40242083333332,0.17242546198852648,6
100.0,5,61.935,13.947009999999993,0.24751693980248113,63.81667666666665,0.1666344882512671,4
100.0,6,93.897,16.082905833333328,0.17535948965355658,65.4656875,0.1609599353530984,5
100.0,7,93.54599999999999,19.125284166666667,0.20359217212209324,76.97340916666664,0.15945655950520513,4
100.0,8,62.1295,19.903750833333334,0.3137906576854258,80.44633166666665,0.16742228181360577,7
100.0,9,83.139,17.727315,0.2031566813809804,74.89499416666665,0.1646631323404749,5
100.0,10,85.105,19.366109999999995,0.24296758905665541,75.57336416666664,0.16462899446018614,5
100.0,11,92.155,20.6319075,0.2288459841209556,84.56821333333328,0.1736819689781928,7
100.0,12,98.15599999999999,19.05820083333333,0.17324834956599702,71.0413275,0.17476433815879014,6
100.0,13,86.197,17.743539166666668,0.21587261350936418,76.77143749999999,0.15682232230015608,4
100.0,14,63.539,19.701976666666663,0.2965454812529837,80.16689583333333,0.16686808789181543,9
100.0,15,85.44500000000001,20.997935000000002,0.22378492987691886,70.674855,0.16906411739135044,7
100.0,16,87.101,20.789415833333333,0.22588024247712427,75.8492425,0.17040792055046294,6
100.0,17,76.17699999999999,15.229194166666664,0.21500555723293555,70.1420275,0.16358565415579093,6
100.0,18,111.507,19.642894166666665,0.16726987244448033,76.47695416666664,0.1684142728951516,7
100.0,19,82.93799999999999,15.930461666666666,0.22283926949448182,69.88588333333334,0.1675758829185568,4
100.0,20,92.90299999999999,18.276197499999995,0.2077991022894847,77.54303083333332,0.16240323432348086,5
100.0,21,116.71900000000001,17.957319166666668,0.15902616540580367,75.42044916666663,0.1663075959894216,5
100.0,22,64.22200000000001,14.926539166666663,0.23898394112090351,66.16627749999998,0.15866706007594958,6
100.0,23,87.402,17.867432499999993,0.2064088541070761,76.07256416666661,0.16655728528743716,6
100.0,24,90.327,17.46531083333333,0.20562770083511384,76.77723000000002,0.1665258494328151,4
100.0,25,83.557,16.535061666666667,0.21336038073809896,70.373445,0.16719873203921315,6
100.0,26,67.053,13.311880833333335,0.2221067165774338,64.86180583333334,0.1619434401124951,5
100.0,27,70.65,15.59550166666667,0.2451454588346308,68.59725333333333,0.16886507083560737,5
100.0,28,68.66799999999999,18.12745083333333,0.2775374992718588,74.67437,0.16521724192933437,5
100.0,29,69.341,16.426323333333336,0.2726112256817756,77.23765166666668,0.15487781282107374,6
500.0,0,252.199,52.39006616666666,0.3526276934748616,351.037394166667,0.22827351216370717,18
500.0,1,259.50300000000004,56.68920533333334,0.34040388743097366,369.7261933333333,0.20467036002413203,20
500.0,2,241.366,55.37647283333331,0.3825147631950371,374.42465249999975,0.22325011193315408,19
500.0,3,194.35200000000003,53.81026350000003,0.4742479881863833,369.38738666666666,0.20750711043881884,17
500.0,4,309.509,56.912278166666674,0.3071240793213336,371.0723133333331,0.21387575160887545,18
500.0,5,258.206,53.49460883333332,0.35707349945392436,368.6609000000003,0.21632413495660957,16
500.0,6,233.638,57.48689450000003,0.4214486370653175,384.04291250000034,0.21319690701426838,16
500.0,7,234.672,55.678545000000014,0.40213981642462665,367.5176766666667,0.21047605576300693,19
500.0,8,243.541,55.01694600000001,0.39022369950028946,368.822520833333,0.18046362706269542,18
500.0,9,283.231,54.22041433333336,0.3272267925003501,367.7368908333335,0.21632972803754527,17
500.0,10,227.465,55.29496416666668,0.3894190314993516,358.424665,0.21284676264518212,30
500.0,11,312.53700000000003,61.19013166666665,0.31296888048455057,374.34921416666623,0.22024331882258114,17
500.0,12,233.18000000000004,54.95367316666669,0.38608469136861356,348.5890875000002,0.2082247905018049,18
500.0,13,217.836,54.75165716666666,0.4097440811742167,362.6035291666667,0.20686657523842927,19
500.0,14,316.805,55.63509716666668,0.2943397200170451,370.5964158333331,0.22004946054375868,18
500.0,15,242.72500000000002,52.27144783333334,0.37631502042778164,364.8388549999995,0.2153548795885742,17
500.0,16,232.892,55.25606933333336,0.4057817715221363,366.4600616666667,0.20770282197478063,17
